,house_name,lat_lon,school
2510,Han Cheong Building&恒昌大廈,"22.3036613,114.169342",0.0743
2511,Hang Shing Building&恒盛大廈,"22.3209496,114.187851",0.0879
2512,Hang Cheong Building&恒昌大廈,"22.4449177,114.029129",0.0516
2513,Hanford Garden&恒福花園,"22.3826714,113.977356",0.0458
2514,HANG Cheong Tai Building&恒昌泰大廈,"22.2872295,114.1461868",0.1436
2515,Hang Cheong Court&恒昌閣,"22.2831001,114.2197647",0.0429
2516,Hang King Garden&恒景花園,"22.3604259,114.1279144",0.0447
2517,Hanfast Building&恒發大廈,"22.330822,114.1628647",0.0342
2518,Hang Shun Building&恒順大樓,"22.3368797,114.1590042",0.1489
2519,Bel Air Heights&悅庭軒,"22.3419323,114.2020035",0.1336
2520,Hanley Villa&恒麗園,"22.3689098,114.0920639",0.8888
2521,Yuet Sum Mansion&悅心大廈,"22.2883263,114.1410065",0.1627
2522,Yun Kai Building&恩佳大廈,"22.310827300000003,114.1713181",0.0615
2523,Marina Habitat&悅海華庭,"22.2442169,114.1543121",0.1388
2524,Yan On Building&恩安樓,"22.3757496,114.1776352",0.1039
2525,Yan Chi Building&恩賜大廈,"22.3039436,114.1695633",0.0799
2526,Yuet On Building&悅安樓,"22.3750782,114.1776123",0.0729
2527,Merry Green&悅富豪苑,"22.4665756,114.0532532",0.3696
2528,Han Hing Building&恒興大廈,"22.327676800000006,114.1670456",0.0789
2529,Hang Tung Building&恒通大廈,"22.3211765,114.1667328",0.0954
2530,Hang Hing Court&恒興樓,"22.2858849,114.14044950000002",0.0841
2531,Hang Wan House&恒運樓,"22.3101044,114.16927340000002",0.0601
2532,Hang Ying Building&恒英大廈,"22.290144,114.1964645",0.1491
2533,Hang Lung Mansion&恒隆大廈,"22.315143600000006,114.17049409999998",0.0774
2534,Hang Yue Court&恒裕閣,"22.3132458,114.1676025",0.2081
2535,Hang Fai Building&恒輝大廈,"22.2859612,114.1401062",0.074
2536,Hand Fair Court&恒輝閣,"22.3369274,114.1580124",0.1824
2537,Ocean View&悅海軒,"22.2981892,114.1753464",0.1631
2538,Yalesville&悠然居,"22.4226437,114.0751953",0.377
2539,Yuet Wu Villa&悅湖山莊,"22.3744736,113.9681473",0.1533
2540,The Paragon&悠然山莊,"22.442482,114.1734238",0.4047
2541,La Lumiere&悅目,"22.3094749,114.1869431",0.1443
2542,Wai Lee Building&惠利大廈,"22.2851543,114.2120667",0.312
2543,Yuet Chui Court&悅翠苑,"22.2605991,114.2380066",0.1636
2544,Yuet Fai House&悅輝大廈,"22.3199329,114.18732450000002",0.0185
2545,Yuet Lai Court&悅麗苑,"22.3483067,114.12738799999998",0.2811
2546,Yuet Loong Building&悅龍大廈,"22.3594933,114.1266098",0.1023
2547,Fairville Garden&惠園,"22.266428,114.1891479",0.1234
2548,Wai Chun House&惠珍樓,"22.3321648,114.16374209999998",0.191
2549,Wai On Building&惠安樓,"22.4485931,114.1654968",0.1218
2550,Wai Fong Court&惠芳閣,"22.2885628,114.2101517",0.074
2551,Westlands Gardens&惠安苑,"22.2854881,114.2133865",0.2246
2552,Sea Breeze Court&惠風閣,"22.2865238,114.1946793",0.1175
2553,Welland Court&惠寧閣,"22.3258572,114.1700134",0.0812
2554,Welcome House&惠康樓,"22.3323631,114.1606216",0.0558
2555,Wai Tak Building&惠德大廈,"22.2877121,114.14311979999998",0.304
2556,Yue Shing Court&愉城苑,"22.3784447,114.1923218",0.1832
2557,Discovery Park&愉景新城,"22.3761806,114.1117477",0.0555
2558,Village Mansion&愉安大廈,"22.2679157,114.1835785",0.1532
2559,Yue King Building&愉景樓,"22.2767868,114.1808167",0.1437
2560,Yue On Mansion&愉安樓,"22.2679424,114.1856232",0.0143
2561,Greenview Garden&愉景花園,"22.3702526,114.1840439",0.2599
2562,Elm Tree Towers&愉富大廈,"22.2736435,114.19377140000002",0.1096
2563,Horace Court&愉寶大廈,"22.268648100000004,114.18445590000002",0.0585
2564,Cheerful Court&愉昇閣,"22.2682247,114.1868744",0.1297
2565,Yau Tong Centre&油塘中心,"22.2953815,114.2378922",0.2003
2566,Tai Hang Garden&泰亨豪園,"22.4712067,114.1504517",0.8717
2567,Yau Chui Court&油翠苑,"22.2975845,114.2391205",0.0476
2568,Tai Wo Mansion&泰和大廈,"22.275898,114.1739273",0.2315
2569,Tai On Building&泰安樓,"22.3739281,114.1788177",0.187
2570,Park Nara&泉薈,"22.4343548,113.9978867",0.1334
2571,The Merton&泓都,"22.2831841,114.1262283",0.0919
2572,Percival House&波斯富大廈,"22.2787819,114.183075",0.1252
2573,Tai Cheung Building&泰祥大廈,"22.4457684,114.0306625",0.0317
2574,Hung Cheong House&洪昌大廈,"22.3157978,114.2232361",0.0572
2575,Tai Yuen&泰苑,"22.2669849,114.1839447",0.1482
2576,Woodland House&活倫大廈,"22.2819939,114.15036770000002",0.1191
2577,Tai Wah Building&泰華大廈,"22.2857151,114.1917419",0.083
2578,Thai Wah Building&泰華大廈,"22.278368,114.17659",0.0315
2579,Tai Fung House&泰豐大廈,"22.3175964,114.1711044",0.0711
2580,Tai On House&泰安樓,"22.3158188,114.2277908",0.2073
2581,Thai Kong Building&泰港大廈,"22.2796154,114.1826477",0.0544
2582,Tai On Court&泰安閣,"22.279377,114.2299042",0.2176
2583,Tai Fat Building&泰發大廈,"22.2872906,114.1459351",0.1466
2584,Tai Hong Building&泰康樓,"22.3128853,114.2270432",0.1286
2585,Tai Yue Mansion&泰怡大廈,"22.3207836,114.1712189",0.0945
2586,Tai Cheong House&泰昌樓,"22.5002136,114.1425858",0.0817
2587,Tai Cheong Mansion&泰昌樓,"22.3268547,114.1614685",0.1608
2588,Woodlands Court&活倫閣,"22.2817516,114.1507263",0.1431
2589,Homing Terrace&浩明雅苑,"22.3208485,114.189949",0.2919
2590,The Hudson&浚峯,"22.2815266,114.1271515",0.1031
2591,Highland Park&浩景台,"22.3492146,114.1301117",0.3783
2592,Wun Sha Tower&浣紗花園,"22.2782764,114.1932144",0.1252
2593,The Long Beach&浪澄灣,"22.319671600000003,114.1560135",0.0703
2594,Wun Sha Court&浣紗閣,"22.2781906,114.1930771",0.1264
2595,Hooley Mansion&浩利大廈,"22.2696228,114.1843643",0.1481
2596,Homan Villa&浩文苑,"22.315546,114.1756821",0.229
2597,Ho Ming Court&浩明苑,"22.3086853,114.25502009999998",0.1364
2598,Aqua Blue&浪濤灣,"22.3637409,113.9987869",1.0663
2599,Sea View Mansion&海傍大廈,"22.2836952,114.1301193",0.0348
2600,Pacific View&浪琴園,"22.2295322,114.21855929999998",0.9173
2601,Sea View Building&海傍新樓,"22.2876072,114.2118607",0.1722
2602,Sea Crest Villa&浪翠園,"22.366224300000006,114.057045",0.3686
2603,Hoi Kwong Court&海光苑,"22.2877388,114.2111511",0.1319
2604,La Mer&浪頤居,"22.270074800000003,114.1258087",0.1987
2605,Hai Xin Building&海信大廈,"22.2978897,114.1748428",0.1312
2606,Highland Mansion&海倫大廈,"22.2826595,114.1858749",0.3592
2607,Hoi Tin Building&海天大樓,"22.3266773,114.1621857",0.1001
2608,Hai Tan Mansion&海壇大廈,"22.3267403,114.1605377",0.2343
2609,Sky Horizon&海天峰,"22.2861309,114.1964188",0.048
2610,Overseas Trust Bank Building&海外信託銀行大廈,"22.2879124,114.1462784",0.2199
2611,Sea and Sky Court&海天別墅,"22.2188015,114.2108002",0.1784
2612,The Verandah Garden&海天園,"22.3179398,114.21989440000002",0.1157
2613,Hai Tin Mansion&海天大廈,"22.3283844,114.1589584",0.4518
2614,Seaview Court&海光閣,"22.2477665,114.1584015",0.0795
2615,Harbourfront Landmark&海名軒,"22.3034763,114.1925812",0.1215
2616,Villa Oceania&海典居,"22.4269524,114.2322388",0.1074
2617,Hollywood Court&海和苑,"22.2907467,114.1958923",0.1179
2618,Ocean View&海典灣,"22.4144211,114.2228928",0.3711
2619,Hoi Shing Building&海城洋樓,"22.2863445,114.1912613",0.1132
2620,Oceania Heights&海典軒,"22.3836823,113.9712143",0.0917
2621,Hoi Lee Building&海利大廈,"22.280435600000004,114.2233276",0.0464
2622,Harrow Mansion&海匯大廈,"22.2487335,114.1558456",0.0445
2623,Ocean Wings&海天晉,"22.302221300000006,114.2609177",0.2572
2624,Hoi Kung Court&海宮大廈,"22.2816353,114.183136",0.0809
2625,The Blue Yard&海天豪苑,"22.3700161,114.115181",0.0421
2626,Hoi Fu Court&海富苑,"22.3169479,114.1642075",0.0732
2627,Marco Polo Mansion&海威大廈,"22.314806,114.167923",0.2634
2628,Hoi On Building&海安大廈,"22.2808723,114.222496",0.0753
2629,Hoi Ning Building&海寧大廈,"22.2808132,114.2225876",0.0811
2630,Vista&海峯,"22.332864800000007,114.1609573",0.0978
2631,Hoi Fung Centre&海峰中心,"22.2784195,114.2287903",0.1356
2632,Harbour Heights&海峰園,"22.288099300000006,114.1912537",0.023
2633,Parisian&海寧雅舍,"22.2186565,114.2111511",0.1708
2634,Treasure Garden&海寶花園,"22.4536419,114.16639709999998",0.1094
2635,Montane Mansion&海山樓,"22.2842102,114.2119751",0.2928
2636,Seacliff Mansions&海峰園,"22.2508774,114.193634",0.9396
2637,South Horizons&海怡半島,"22.2425804,114.1491547",10000.0
2638,Regency Park&海峰花園,"22.3509598,114.1382523",0.4676
2639,Harbour View Garden&海怡花園,"22.2835159,114.1296158",0.0339
2640,Bayshore Apartments&海峰華軒,"22.248436,114.1517868",0.3746
2641,Happy Court&海怡閣,"22.269083,114.1861343",0.008
2642,Hoi Hong Building&海康大廈,"22.3199482,114.1636124",0.1817
2643,Hydan Place&海德中心,"22.3084698,114.170166",0.1202
2644,Hyde Castle&海德堡,"22.2783108,114.22636409999998",0.133
2645,Top Growth Court&海德豪苑,"22.3075562,114.1851578",0.0924
2646,Serene Garden&海悅花園,"22.353546100000006,114.1077957",0.2007
2647,Graces Court&海旭閣,"22.3358765,114.1590042",0.1505
2648,Maritime Bay&海悅豪園,"22.3148785,114.2656631",0.1762
2649,Hoi Sing Building&海昇大廈,"22.2861118,114.1394043",0.0993
2650,Horae Place&海悅豪庭,"22.3216953,114.1878052",0.0691
2651,Season Mansion&海昇大廈,"22.3145676,114.1677856",0.2539
2652,Sea Crest Terrace&海愉花園,"22.2631435,114.0018005",0.0022
2653,Aquamarine Garden&海慧花園,"22.3763657,113.9823914",0.8737
2654,Hoi Sun Building&海新大廈,"22.2859936,114.1923752",0.0272
2655,Seaview Villas&海景花園,"22.373312,113.9891129",0.3906
2656,Bayshore Towers&海栢花園,"22.4251232,114.2314606",0.1238
2657,Grand Seaview Heights&海景軒,"22.283432,114.1921692",0.0964
2658,Florient Rise&海桃灣,"22.3185711,114.1614227",0.0289
2659,Seaview court&海景閣,"22.3044529,114.1689606",0.1624
2660,Brighton Place&海晴軒,"22.3722992,114.1174393",0.0068
2661,Hoi Fai Mansion&海暉大廈,"22.2473431,114.15755459999998",0.1395
2662,Oceanic Building&海暉大廈,"22.284675600000003,114.211792",0.3205
2663,Harbour Park&海柏匯,"22.3266792,114.1602402",0.2517
2664,Hoi Cheong Building&海昌大樓,"22.370451,114.1380157",0.1834
2665,Sea View Mansion&海景大廈,"22.2881336,114.1461182",0.2417
2666,Hoi Ming Court&海明苑,"22.2841797,114.14200590000002",0.1348
2667,Oceanic Mansion&海景樓,"22.2847328,114.212059",0.2957
2668,Hoi Ming Court&海明閣,"22.3186226,114.16169740000002",0.0204
2669,Seaview Garden&海景花園,"22.378271100000006,113.9846268",0.6758
2670,Seaview Garden&海景台,"22.2853527,114.196022",0.0724
2671,Hoi King Mansion&海景大廈,"22.313158,114.2268372",0.0951
2672,Ocean View Court&海景大廈,"22.2976227,114.1753922",0.1027
2673,Hoi Tong Garden&海棠花園,"22.4287987,114.087883",0.3411
2674,Yanville&海源中心,"22.2762642,114.1733322",0.179
2675,Hayon Building&海溢閣,"22.31283,114.1677399",0.1603
2676,Grand Horizon&海欣花園,"22.3518143,114.1094818",0.3164
2677,Ocean Mansion&海潤大廈,"22.3186073,114.1873627",0.0593
2678,Hoi Deen Court&海殿大廈,"22.281835600000004,114.1836624",0.1257
2679,Ocean House&海洋大廈,"22.2478542,114.1561737",0.0895
2680,Hilltop Gardens&海港花園,"22.3420753,114.2117996",0.2999
2681,Harbour Court&海港閣,"22.2908211,114.2042007",0.0533
2682,Hoi Ching Mansion&海澄大廈,"22.279991100000004,114.2233734",0.0462
2683,Hoi Wan Building&海灣大廈,"22.2878132,114.211792",0.1492
2684,Prospect Mansion&海灣大廈,"22.2823658,114.18511200000002",0.2757
2685,Villa Sapphire&海澄軒,"22.3652382,114.0010605",0.8125
2686,Long Beach Gardens&海濤花園,"22.3679199,114.0940399",0.7374
2687,Harbour Place&海濱南岸,"22.3032932,114.186615",0.1666
2688,Riviera Gardens&海濱花園,"22.3630657,114.1145325",0.0541
2689,Seaview Garden&海福花園,"22.279363600000003,114.2257004",0.2317
2690,Hoi Fuk Villa&海福苑,"22.204357100000006,114.0245361",0.1655
2691,Hoover Towers&海華苑,"22.2758026,114.1692886",0.0453
2692,Royal Jubilee&海禧華庭,"22.5049343,114.1288681",0.2017
2693,Hing Wah Apartments&海華麗軒,"22.3394642,114.1557465",0.1983
2694,Pierhead Garden&海翠花園,"22.372785600000004,113.9658432",0.0674
2695,Union Plaza&海聯廣場,"22.4996109,114.141304",0.0561
2696,Hoi Hing Building&海興大廈,"22.285717,114.1924667",0.059
2697,Hoi Shing Building&海盛大廈,"22.3952675,113.9748611",0.0527
2698,Waterside Plaza&海灣花園,"22.3638306,114.1143036",0.0406
2699,Hoi Cheung Building&海祥大廈,"22.3289814,114.1669235",0.0875
2700,Marina Lodge&海灣華庭,"22.2780552,114.226532",0.1188
2701,Holford Gardens&海福花園,"22.3735104,114.1764908",0.1388
2702,Beach Pointe&海灣閣,"22.2214508,114.2134171",0.2694
2703,Swallow Garden&海燕花園,"22.495109600000006,114.1376648",0.1572
2704,The Cafeteria&海盈花園,"22.3766155,113.9841537",0.6926
2705,Hoi Tao Building&海都洋樓,"22.286726,114.1906357",0.1811
2706,Crown by the Sea&海譽,"22.378891,113.9833527",0.5133
2707,Laguna Verde&海逸豪園,"22.3077965,114.1926117",0.0366
2708,Hoi To Court&海都大廈,"22.2840652,114.1921005",0.0374
2709,Hoi Tao Building&海都樓,"22.2846451,114.1315536",0.1286
2710,Hoi Kok Mansion&海閣洋樓,"22.2862244,114.1910553",0.117
2711,Rhine Garden&海韻花園,"22.3684311,114.0616379",0.0845
2712,Haiphong Mansion&海防大廈,"22.2979488,114.1718521",0.2888
2713,Hoi Shun Building&海順大廈,"22.2825584,114.220993",0.0644
2714,My Castle&海雅豪苑,"22.3249321,114.1659241",0.1537
2715,Hoi Hung Building&海鴻大廈,"22.3438644,114.1984406",0.0462
2716,Anglers Bay&海雲軒,"22.3659801,114.0561829",0.4614
2717,Hoi Pa House&海霸樓,"22.3704338,114.1180344",0.0833
2718,Greenland Court&海青閣,"22.3099613,114.18745420000002",0.1094
2719,Rhine Terrace&海韻臺,"22.3672562,114.0638275",0.2365
2720,Venice Gardens&海麗花園,"22.4075794,113.9682846",0.2319
2721,Deep Bay Grove&深灣畔,"22.4661999,113.9828186",0.3181
2722,Intelligent Court&海麗軒,"22.278429,114.1907272",0.1598
2723,Sham Wan Towers&深灣軒,"22.2437992,114.15885159999998",0.1246
2724,Harmony House&涵碧樓,"22.3300667,114.1615601",0.1338
2725,Amoy Garden&淘大花園,"22.324468600000003,114.2163467",0.0681
2726,Sham Tsung Court&深崇閣,"22.3289547,114.16544340000002",0.1764
2727,Marinella&深灣9號,"22.2460136,114.1637344",0.2029
2728,Oscar by the Sea&清水灣半島,"22.3075962,114.2667465",0.1009
2729,No. 37 Repulse Bay Road&淺水灣道37號,"22.2462807,114.1916733",0.9189
2730,8 Clear Water Bay Road&清水灣道8號,"22.3339138,114.209816",0.0852
2731,Albert House&添喜大廈,"22.2485504,114.15494540000002",0.1285
2732,Tim Po Court&添寶閣,"22.2805405,114.1532288",0.0313
2733,Teemko Court&添金閣,"22.2920341,114.19788359999998",0.1814
2734,Ching Fai Terrace&清暉臺,"22.2887058,114.1969757",0.1162
2735,Bayview&港圖灣,"22.3158779,114.1913986",0.0467
2736,Island Lodge&港濤軒,"22.2923603,114.2016754",0.0719
2737,Kong Kai Building&港基大廈,"22.2496204,114.1554794",0.0521
2738,Metro Harbour View&港灣豪庭,"22.3245392,114.1604462",0.0775
2739,18 Upper East&港島‧東18,"22.2813015,114.2211685",0.1007
2740,Rica Victoria&港輝豪庭,"22.291523,114.197113",0.1451
2741,The Victoria Tower&港景峯,"22.3027287,114.1686172",0.1436
2742,View Court&港景苑,"22.3194885,114.1891022",0.1289
2743,Comfort Centre&港暉中心,"22.248621,114.1561508",0.0127
2744,Jade Court&清琳閣,"22.2765903,114.1933975",0.0988
2745,Jardine Summit&渣甸豪庭,"22.275877,114.1938553",0.0413
2746,Ching Wah Building&清華大廈,"22.2890968,114.1975784",0.0994
2747,Java Mansion&渣華大樓,"22.2918453,114.1970291",0.1812
2748,Ching Nga Villa&清雅苑,"22.35812,114.2374802",1.5242
2749,Wai Bun Building&渭濱樓,"22.3317604,114.1642303",0.2012
2750,Ching Lai Court&清麗苑,"22.3392906,114.13517759999998",0.3822
2751,Jardines Lookout Garden Mansion&渣甸山花園大廈,"22.2704449,114.1946564",0.2902
2752,Glory Rise&港逸軒,"22.2912064,114.1984406",0.106
2753,Windsor Mansion&溫莎大廈,"22.297905,114.1753082",0.1315
2754,Island Place&港運城,"22.2909718,114.2026443",0.0008
2755,Tender Court&溫馨閣,"22.3304462,114.1605377",0.1774
2756,Waterfront South&港麗豪園,"22.2492523,114.14785",0.4351
2757,Lakeview Garden&湖景花園,"22.3703423,114.1676331",0.7447
2758,Yuen Shing Building&源成大廈,"22.3066273,114.1838531",0.2613
2759,Yuen Fat Building&源發大廈,"22.3180389,114.1666489",0.1537
2760,Yuen Fai Court&源輝閣,"22.2875385,114.14200590000002",0.2548
2761,The Riverpark&溱岸8號,"22.37533,114.1859512",0.1848
2762,The Woodsville&溱林,"22.4333267,113.99995420000002",0.0635
2763,Full Harvest Building&滿發大廈,"22.282795,114.12779240000002",0.0935
2764,Park Signature&溱柏,"22.436409,114.0250473",0.5406
2765,Constellation Cove&滌濤山,"22.4354134,114.1850815",0.0844
2766,Marina Building&滿利大廈,"22.4423752,114.0312881",0.1456
2767,The Bloomsway&滿名山,"22.3771076,113.9897614",0.1383
2768,Monticello&滿峰台,"22.2746372,114.1682968",0.1198
2769,Han Palace Building&漢宮大廈,"22.2914867,114.2008057",0.0606
2770,In House&潮樓,"22.3172245,114.1908112",0.1344
2771,Vancouver Mansion&漢寧大廈,"22.2817268,114.1859283",0.3215
2772,Sea Ranch&澄碧村,"22.2149525,113.9896851",3.4141
2773,The Hillgrove&漣山,"22.3659649,114.0006943",0.7546
2774,The Waterfront&漾日居,"22.3043709,114.1624222",0.1142
2775,Yunhan Building&潤恒大廈,"22.336185500000006,114.1605759",0.2272
2776,Moon Wah House&滿華樓,"22.2616367,114.2336426",0.0493
2777,Hankow Centre&漢口中心,"22.2958889,114.1709366",0.1161
2778,Moon Fair Mansion&滿輝大廈,"22.2715359,114.17733",0.2136
2779,Hankow Apartments&漢口大廈,"22.29776,114.1708298",0.211
2780,Yue On Court&漁安苑,"22.2427578,114.1576538",0.0778
2781,Hon Way Mansion&漢威大廈,"22.288105,114.2110443",0.0901
2782,Yue Fai Court&漁暉苑,"22.2499065,114.1569443",0.1239
2783,Chat Ma Mansion&漆馬大廈,"22.3134823,114.18738559999998",0.2195
2784,Hanchung Mansion&漢中大廈,"22.2960777,114.1714096",0.1623
2785,Linfond Mansion&濂風大廈,"22.2779331,114.1743546",0.0164
2786,Chester Court&澤安閣,"22.286302600000006,114.1323929",0.2681
2787,Victory Court&濠勝閣,"22.3596973,114.1264267",0.0728
2788,Chak Hing Building&澤興樓,"22.3076553,114.1682816",0.123
2789,Ravana Garden&濱景花園,"22.390955,114.2051086",0.1612
2790,Yau Yat Chuen&澤豐大廈,"22.3124218,114.1692276",0.1163
2791,Affluence  Garden&澤豐花園,"22.4032516,113.97502140000002",0.2327
2792,Riviera Mansion&濱海大廈,"22.2881336,114.2114182",0.0985
2793,Bayview Park&灣景園,"22.2656956,114.2341537",0.2026
2794,Arezzo&瀚然,"22.2822113,114.1500931",0.1131
2795,Skyline Plaza&灣景廣場,"22.3697948,114.1118851",0.1628
2796,Bay View Mansion&灣景樓,"22.2795887,114.1887512",0.0644
2797,Villa Esplanada&灝景灣,"22.3618469,114.1064072",0.1185
2798,No.15 Homantin Hill&灝畋峰,"22.3159485,114.17659",0.1567
2799,Wanchai House&灣仔大樓,"22.2759247,114.17424009999998",0.2223
2800,Causeway Centre&灣景中心大廈,"22.2806969,114.1761322",0.2826
2801,Bayview Garden&灣景花園,"22.3695297,114.0991058",0.2072
2802,The Regalia&爵士花園,"22.3102188,114.1725616",0.0876
2803,Wai Hang Building&煒亨大廈,"22.3033466,114.1684341",0.1582
2804,Chelsea Court&爵悅庭,"22.3666344,114.11699679999998",0.2043
2805,Yukon Heights&煜康台,"22.2752075,114.1934662",0.0545
2806,Wealth Court&爵祿居,"22.3350296,114.1975937",0.0947
2807,Yuk Ming Court&煜明苑,"22.3144913,114.2674408",0.1024
2808,Hay Wah Building&熙華大廈,"22.2777901,114.1712341",0.1278
2809,Yin Yee Mansion&燕貽大廈,"22.2807865,114.1497192",0.0807
2810,Riva&爾巒,"22.442325600000004,114.0547638",0.6761
2811,Dawning Views&牽晴間,"22.487333300000003,114.1445847",0.1259
2812,Villa Carlton&爾登華庭,"22.3434048,114.1548004",0.1177
2813,Lion Building&獅子樓,"22.3702717,114.138649",0.1286
2814,Monte Carlton&爾登豪庭,"22.3432007,114.15612790000002",0.1115
2815,Mau Tan Mansion&牡丹樓,"22.4428234,114.029129",0.0269
2816,Dandenong Mansion&特麗樓,"22.2800236,114.17977140000002",0.057
2817,Dragons Range&玖瓏山,"22.4135971,114.1994858",0.7892
2818,Amber Garden&珀苑,"22.2732449,114.1724319",0.1148
2819,Park Island&珀麗灣,"22.3510914,114.0602264",0.0633
2820,Villas Des Roses&玫瑰園,"22.2016182,114.0264969",0.2702
2821,Parkes Residence&珀．軒,"22.3061543,114.17080690000002",0.0928
2822,Villa Monte Rosa&玫瑰新村,"22.2649288,114.1827011",0.0767
2823,Rosedale Garden&玫瑰花園,"22.3976746,113.9770432",0.1074
2824,Rose Court&玫瑰苑,"22.3331299,114.1732407",0.0631
2825,1 Lion Rock Road&獅子石道1號,"22.3278675,114.1879425",0.0213
2826,Yuk Wah Court&玉華閣,"22.4469204,114.1670456",0.068
2827,Walker Mansion&獲利家大廈,"22.3074093,114.1837387",0.2299
2828,Jade Court&玉寶閣,"22.3309612,114.1733093",0.113
2829,Yuk Lung Mansion&玉龍樓,"22.4425163,114.0336685",0.1393
2830,Osmanthus Garden&玉桂園,"22.4272251,113.9975815",0.379
2831,Yuk Chuen Building&玉泉樓,"22.3295403,114.16172790000002",0.169
2832,Jade House&玉滿樓,"22.2775707,114.1750107",0.0636
2833,York Mansion&玉華大廈,"22.326023100000004,114.1869202",0.142
2834,Coral Court&珊瑚閣,"22.2756882,114.1735992",0.2468
2835,Chun Chu House&珍珠樓,"22.4447308,114.03184509999998",0.026
2836,Chun Po Building&珍寶大廈,"22.3676434,114.1334152",0.3752
2837,Pearl Court&珍珠閣,"22.2843914,114.1312332",0.0852
2838,Jumbo Building&珍寶大廈,"22.2494221,114.15494540000002",0.0905
2839,Chun Po House&珍寶樓,"22.3224831,114.1703262",0.1216
2840,Jumbo Building&珍寶樓,"22.4454937,114.0297928",0.0712
2841,Jumbo Court&珍寶閣,"22.3428288,114.1815338",0.3718
2842,Pearl City Mansion&珠城大廈,"22.2810535,114.1858292",0.2945
2843,The Warren&瑆華,"22.2784157,114.1914291",0.2216
2844,Chu Po Building&珠寶大樓,"22.3673363,114.1327438",0.3008
2845,Jasper Court&瑋珊園,"22.4387016,114.0123825",0.5731
2846,Chu Kee Building&珠璣大廈,"22.2914639,114.2006683",0.0651
2847,Yue Tak Building&瑜德大廈,"22.3060799,114.1674118",0.1534
2848,Ridon Building&班寶大廈,"22.3287029,114.1585312",0.444
2849,Lions Rise&現崇山,"22.3406315,114.1972809",0.0296
2850,Kau On Building&球安大廈,"22.3311291,114.1614685",0.1079
2851,Jennys Court&瑞珍閣,"22.3260822,114.1702499",0.0935
2852,Silver Court&瑞華閣,"22.2849407,114.140358",0.0511
2853,Shui Sang Building&瑞生樓,"22.371761300000006,114.1178055",0.0715
2854,Sui Fung Mansion&瑞豐大樓,"22.3760414,114.1774445",0.101
2855,Shui Cheung Building&瑞祥大廈,"22.2742615,114.1734543",0.1808
2856,Sui Cheong House&瑞祥大廈,"22.3314114,114.1610489",0.0644
2857,Sui Cheung Building&瑞祥樓,"22.4488735,114.1637878",0.1507
2858,Shui Hing Court&瑞興閣,"22.2773724,114.2302399",0.0685
2859,Peridot Court&瑜翠園,"22.3667297,113.998085",0.7802
2860,Sunny Court&瑞強閣,"22.3353157,114.1606293",0.1725
2861,Shui Wo House&瑞和樓,"22.3167171,114.2257004",0.1128
2862,Shui King Building&瑞景大廈,"22.3694077,114.1392059",0.1562
2863,Swiss Towers&瑞士花園,"22.2734375,114.19226840000002",0.134
2864,Sui Pak Villa&瑞柏園,"22.4957085,114.1380692",0.0787
2865,Shui On Building&瑞安樓,"22.4494267,114.1633301",0.1226
2866,Shui On Court&瑞安閣,"22.2762222,114.1731186",0.1824
2867,Shui Ning House&瑞寧樓,"22.317325600000004,114.2244644",0.0767
2868,Julimount Garden&瑞峰花園,"22.3621712,114.17702479999998",0.1484
2869,Shui Heung Yuen Apartments&瑞香園大廈,"22.3059635,114.1681595",0.0805
2870,55 Conduit Road&璈珀,"22.2808475,114.14074709999998",0.3011
2871,Breezy Court&瑞麒大廈,"22.283399600000006,114.1455841",0.1215
2872,BOHEMIAN HOUSE&瑧璈,"22.2875481,114.1390381",0.1942
2873,City Point&環宇海灣,"22.364416100000003,114.1145782",0.0963
2874,Gramercy&瑧環,"22.2807388,114.1525192",0.05
2875,Villa Crestview&瑩景閣,"22.2682228,114.18106840000002",0.2849
2876,Grandeur Villa&瑰麗新村,"22.3325424,114.17428590000002",0.2089
2877,Empire Apartments&璇宮大廈,"22.290508300000006,114.195816",0.115
2878,Upper East&環海‧東岸,"22.3055649,114.1887207",0.1007
2879,King Shan Court&瓊山苑,"22.3421192,114.2106094",0.1849
2880,Universal Mansion&環海大廈,"22.3021889,114.1748199",0.1034
2881,Kingsford Gardens&瓊峰園,"22.2882538,114.2060089",0.141
2882,Universal Building&環球大廈,"22.285963100000004,114.1467438",0.0262
2883,Kingsford Height&瓊峰臺,"22.2824879,114.1411285",0.1321
2884,Villa Verde&環翠園,"22.2670784,114.1617508",0.1248
2885,Wan Chui Yuen&環翠園,"22.2623539,114.1907959",0.0484
2886,Kingsland Villa&瓊林別墅,"22.3196983,114.178093",0.0658
2887,King Lai Court&瓊麗苑,"22.341360100000006,114.2113876",0.2977
2888,Kentlum Mansion&瓊林大廈,"22.3149967,114.2223816",0.048
2889,Mount One&瓏山1號,"22.4995556,114.14068600000002",0.0892
2890,Imperial Cullinan&瓏璽,"22.3182983,114.156456",0.035
2891,Hillwood Court&瓊林閣,"22.302585600000004,114.1732635",0.0607
2892,Kings Court&瓊苑,"22.3200493,114.177536",0.1345
2893,Kings Court&瓊華閣,"22.3249245,114.1712189",0.1432
2894,King Hin Court&瓊軒苑,"22.3412876,114.2089691",0.1501
2895,Century Gateway&瓏門,"22.394935600000004,113.97389979999998",0.1069
2896,Sang Cheong Building&生昌大廈,"22.2861328,114.1356888",0.1769
