,house_name,lat_lon,shopping center
2267,Tai Tam&建安樓,"22.4765644,114.0562439",4.06375964999873e-06
2268,Prosperity Court&廣興閣,"22.3313026,114.1609116",7.134786500166986e-07
2269,Kin Hang Building&建亨樓,"22.4492493,114.164444",1.579735261004351e-05
2270,Kwong Yu Building&廣裕大廈,"22.3165989,114.1669235",7.560236259949797e-06
2271,Kwong Fung Building&廣豐大廈,"22.3162098,114.1670456",7.441425159940827e-06
2272,Kian Nan Mansion&建南大廈,"22.287693,114.1479568",3.430353329989011e-05
2273,Kwong Fung House&廣豐樓,"22.3263912,114.1610947",2.1700963720019347e-05
2274,Kwong Fung Terrace&廣豐臺,"22.2860012,114.13880159999998",2.4806354899800894e-06
2275,Kwong Fai Mansion&廣輝大廈,"22.3167362,114.1732407",3.9348592999184e-07
2276,Ellen Building&延齡大廈,"22.2805882,114.2234726",1.0979670250003896e-05
2277,Kin Shing Building&建成樓,"22.444749800000004,114.0261765",5.403757599943083e-07
2278,Kin Yip Building&建業大樓,"22.2612228,114.2361221",3.16165114000803e-06
2279,Kin Man Building&建文大廈,"22.3345261,114.1616287",4.639576999574703e-08
2280,Kin Tai House&建泰樓,"22.3178959,114.2260971",1.9674385039978798e-05
2281,Kin Sun Building&建新大廈,"22.3328476,114.1632767",2.113597730014154e-06
2282,Kin Wong Building&建煌樓,"22.3442116,114.19810490000002",5.3882184499139e-06
2283,Kin Ming Building&建明大廈,"22.289341,114.1967163",1.3827523450058443e-05
2284,Kin Ming Building&建明樓,"22.3669357,114.1356888",8.655099699971822e-07
2285,Kin Ming Court&建明閣,"22.2906151,114.2016983",7.649496199967695e-07
2286,Kin Yip Mansion&建業大廈,"22.2913685,114.1963043",8.341498099984708e-06
2287,Kin Wong Mansion&建煌華廈,"22.320446,114.1712952",3.4216595999990583e-07
2288,Kingsway Garden&建華花園,"22.2890072,114.1963501",1.2828613250040447e-05
2289,Kin Sang Estate&建生村,"22.4063454,113.9716263",5.2145420499901216e-06
2290,Greenland House&建華閣,"22.2756042,114.1697006",5.053983290014429e-06
2291,Kin Fat Building&建發樓,"22.3027115,114.1743088",3.5074394899969816e-06
2292,Kin Yick Mansion&建益大樓,"22.2841377,114.13090520000002",5.8679330008056856e-08
2293,Kin Fook Mansion&建福大廈,"22.326084100000006,114.16165159999998",2.6119947939888526e-05
2294,King Hing Building&建興大廈,"22.3193817,114.17099",4.3495205000012445e-07
2295,Kin Wah Mansion&建華大廈,"22.2895775,114.1967468",1.3261427450020103e-05
2296,Kin Fung Building&建豐樓,"22.499136,114.143219",7.370744400027072e-07
2297,Bute Wah Mansion&弼華大廈,"22.3218575,114.1669006",1.3834392200071012e-06
2298,Kin Fung Court&建豐閣,"22.319816600000006,114.17417140000002",1.4834708410013516e-05
2299,Nathan Apartments&彌敦大廈,"22.312191,114.1711044",8.540978660004296e-06
2300,Kin Fai Building&建輝大廈,"22.4421349,114.0325394",2.196007700001076e-06
2301,Nathan Road Court&彌敦道大樓,"22.3084717,114.1713867",5.053738000088056e-08
2302,Kin Bong Building&建邦大廈,"22.292097100000003,114.1999741",3.1800568999741296e-07
2303,Kin Liong Mansion&建隆樓,"22.2822895,114.1289291",6.636488000071708e-08
2304,Venice Garden&建雅花園,"22.2646332,114.1891937",0.000231808731250062
2305,Lime Habitat&形品,"22.2889404,114.1990509",1.890210152000621e-05
2306,Lime Stardom&形品.星寓,"22.3212814,114.1648865",5.61954250002571e-07
2307,Jade Villa&彩濤軒,"22.3919945,114.2741623",0.00017689392073994882
2308,Lime Gala&形薈,"22.2770729,114.2285843",1.06277210000764e-06
2309,Rainbow Garden&彩華花園,"22.3865089,113.9804001",7.899768199981172e-07
2310,Wonderful Building&彩威閣,"22.4490223,114.1649857",1.5574429890022828e-05
2311,Choi Fung Court&彩峰苑,"22.3350906,114.2130432",4.109573800009882e-06
2312,Choi Ming Court&彩明苑,"22.3078156,114.2542801",5.098362660028744e-06
2313,Brilliant Garden&彩暉花園,"22.4079685,113.9795303",1.0897021220001636e-05
2314,Tak Bo Garden&得寶花園,"22.3267822,114.2147522",5.874628000607602e-08
2315,Royal Garden&御庭園,"22.3509941,114.2502747",2.5012960099977853e-05
2316,Tak Fat Building&得發大廈,"22.2888565,114.2102203",2.1837871399861126e-06
2317,Springdale Villas&御庭居,"22.4406338,114.02140049999998",1.5708881000019678e-05
2318,Tak Wun Building&得運大廈,"22.3115292,114.1865005",1.4769148999749688e-07
2319,Grand Regentville&御庭軒,"22.5004425,114.1449509",7.643885599940835e-07
2320,The Prince Place&御‧太子,"22.327865600000006,114.1890564",1.370186119991018e-06
2321,The Dynasty&御凱,"22.3678417,114.1142197",1.3503235999660845e-07
2322,Maison Rose&御匯,"22.3321896,114.16082",1.078046369992394e-06
2323,Urbana Lofts&御崗軒,"22.3284969,114.1901932",4.340788853000456e-05
2324,Choi Po Court&彩蒲苑,"22.5011044,114.1242981",4.527746599999503e-06
2325,Dak Shing Building&得勝大廈,"22.2919426,114.19944",8.31258850001063e-07
2326,Tak Yue Mansion&得如樓大廈,"22.3135624,114.1694565",4.742492890028254e-06
2327,Choi Ha Estate&彩霞村,"22.32617,114.2174759",1.4421330010006125e-05
2328,Tak Bo Building&得寶大廈,"22.319006,114.1721268",1.2471800399943398e-06
2329,Tak Lee Building&得利大廈,"22.2867813,114.1426544",1.8848622500003136e-06
2330,David House&得利樓,"22.2784729,114.1702499",9.762984650024287e-06
2331,Tak Lee Building&得利樓,"22.2854462,114.2118835",6.65854099981378e-08
2332,Tak Lee Court&得利閣,"22.3123722,114.1858521",2.5551281809979564e-05
2333,Baker Residences&御悅,"22.3066769,114.183609",1.1587750689935652e-05
2334,The Bellevue Place&御林豪庭,"22.2833595,114.1491623",2.1707350339985396e-05
2335,Scenic Gardens&御景園,"22.440040600000003,114.0166702",5.069336273006966e-05
2336,Royal Garden&御景峰,"22.2986965,114.1775513",2.1140149000253396e-07
2337,Royal Green&御皇庭,"22.4945812,114.1262817",8.515177599855308e-07
2338,Scenic Rise&御景臺,"22.2805462,114.1520844",3.5278759999732108e-06
2339,Scenic Horizon&御景軒,"22.2801418,114.2249069",6.517057999891128e-07
2340,Royal Terrace&御皇臺,"22.289499300000006,114.209816",5.0033104899967175e-06
2341,Dragon View&御龍居,"22.3160915,114.1788788",4.812543892000954e-05
2342,The Palazzo&御龍山,"22.3955326,114.1990585",1.1009310499932181e-06
2343,Regent on the Park&御花園,"22.2757969,114.16425320000002",5.94276175992824e-06
2344,Billionnaire Royale&御．豪門,"22.3313065,114.1926346",4.7660132340012234e-05
2345,Park Royale&御豪山莊,"22.4423637,114.0177536",2.4477974819959075e-05
2346,Billionnaire Avant&御門．前,"22.3300152,114.1895218",6.507154705997012e-05
2347,Tak Lee Building&德利大廈,"22.3177128,114.22463229999998",1.460989392993061e-05
2348,Tak Kay Building&德基大廈,"22.449192,114.16425320000002",1.4583013780156137e-05
2349,Tak Lee Mansion&德利大廈,"22.3190727,114.16685490000002",9.909723199754838e-07
2350,Tak Kei Building&德基大廈,"22.3085346,114.1689911",4.849485456995851e-05
2351,David Mansion&德利樓,"22.3062,114.1702499",3.609096500002538e-05
2352,Tuck Ga Building&德基大廈,"22.2848721,114.1365585",3.355495719999674e-06
2353,Tak Lee House&德利樓,"22.317379000000006,114.167366",4.8300495399716295e-06
2354,Tak Shing Mansion&德勝大廈,"22.3223228,114.1885452",3.434228200102808e-07
2355,Tak Sing House&德勝樓,"22.3297424,114.1661148",5.944899999926822e-08
2356,Tak Hay Building&德喜大廈,"22.3130779,114.1675568",1.4086039930036254e-05
2357,Tak Yan Building&德仁大廈,"22.2876453,114.1446533",1.755952634005847e-05
2358,Richery Palace&德信豪庭,"22.2681675,114.1814194",9.991157572999811e-05
2359,Tak Yan Mansion&德仁大廈,"22.3245468,114.1653214",3.906043730008668e-06
2360,Blue Haven&德光閣,"22.3263988,114.186615",3.147331840000468e-06
2361,Tak Yan House&德仁樓,"22.3726006,114.1152496",7.660622500134447e-07
2362,Waterloo Heights Garden&德信園,"22.3192501,114.17735290000002",3.9948106090113885e-05
2363,Tak Shun Building&德信大廈,"22.4480648,114.16655729999998",4.108990600190998e-07
2364,Tak Sun Building&德信大廈,"22.3198109,114.1873398",9.090490049991444e-06
2365,Richery Garden&德信花園,"22.2678185,114.1817398",0.00010662009304998652
2366,Tak Kee House&德基樓,"22.3189716,114.2150192",2.1649311999938403e-06
2367,Tak Tai Court&德大閣,"22.3694248,114.1233597",1.3975028500041646e-06
2368,Tak Fu Building&德富大廈,"22.3286896,114.1589584",6.009599610000002e-06
2369,Tak Wai Building&德威大廈,"22.3067284,114.1724319",3.43459334800161e-05
2370,Tougha Mansion&德富強大廈,"22.3119297,114.1711044",1.0133419249993823e-05
2371,Tak Wai Mansion&德威大廈,"22.3193512,114.1778183",4.500270745992133e-05
2372,Tak On Building&德安大廈,"22.3268909,114.1678772",2.0299752340016288e-05
2373,Tak On Building&德安樓,"22.3744774,114.1785126",7.989104500008193e-07
2374,Tak On House&德安樓,"22.316837300000003,114.1696243",2.022432100016434e-07
2375,Double Mansion&德寶大廈,"22.3190708,114.1888504",8.661148660002083e-06
2376,Tak Po Building&德寶大廈,"22.3704948,114.1164246",3.201072999993778e-07
2377,Tak Wong Building&德旺大廈,"22.3309383,114.1623993",3.232181799950978e-07
2378,Dickson Building&德昇大廈,"22.3087673,114.1688995",4.5919800040006335e-05
2379,Tak Hong House&德康樓,"22.4484024,114.1670456",1.72587049998124e-07
2380,Tak Keung Court&德強苑,"22.3393421,114.1862259",5.717051300026669e-07
2381,Tak Tsz House&德慈樓,"22.3513699,114.2001801",4.678196000062712e-07
2382,City 18&德成軒,"22.3051224,114.1723862",6.749504999986811e-08
2383,Tak Cheong Apartments&德昌大廈,"22.3289433,114.1587296",5.466749780011862e-06
2384,Tak Tung House&德東樓,"22.2880669,114.143631",7.424320999928204e-08
2385,Tak Cheong Building&德昌大廈,"22.367298100000006,114.133255",1.4279466100226643e-06
2386,Tak Man Building&德民大廈,"22.3065796,114.1874313",6.038504999831318e-08
2387,Tak Tai Building&德泰大廈,"22.3690338,114.1230774",9.670825799994854e-07
2388,Tak Cheung Building&德昌大廈,"22.3202705,114.1686707",1.408441680005019e-06
2389,Tak Cheong Building&德昌樓,"22.2845249,114.1916733",1.524071249998173e-05
2390,Tak Cheong Court&德昌閣,"22.3131504,114.167923",1.1785540840014453e-05
2391,Edward Court&德星樓,"22.3189945,114.1775818",4.087256691989955e-05
2392,Tak Tin Estate&德田村,"22.309755300000006,114.239624",1.9802827700060378e-05
2393,Tivoli Court&德福閣,"22.3257999,114.175354",1.6001075599947727e-05
2394,Prosperity Building&德發大廈,"22.318349800000004,114.1706161",2.5413249999000065e-07
2395,Tak Fam Building&德範大樓,"22.3693733,114.1181564",2.3852142500054196e-06
2396,Tak Shing House&德盛樓,"22.3282604,114.1879425",4.2899561000263136e-07
2397,Tak Hing Yuen&德興園,"22.432478,113.9954147",2.5446463879995912e-05
2398,Tak Cheung Building&德祥樓,"22.4327431,113.9958115",2.1225544369975337e-05
2399,Tak Fook Building&德福樓,"22.2776012,114.22913359999998",2.433010000216963e-07
2400,Telford Gdn&德福花園,"22.3243961,114.2125626",2.6239874849966075e-05
2401,Des Voeux Building&德輔大廈,"22.2878284,114.1470718",9.292340000002861e-08
2402,Chi Hang Building&志恒樓,"22.3161259,114.2263947",1.1492997219996698e-05
2403,Tak Fai Building&德輝大廈,"22.280735,114.18209840000002",6.456574799907925e-07
2404,Tak Nga Court&德雅苑,"22.4411373,114.16560359999998",2.9762784500393584e-06
2405,Gee Chang House&志昌樓,"22.3647289,114.1365509",1.3059116199973152e-06
2406,Delight Court&德麗閣,"22.3191147,114.1873398",1.2551857209992075e-05
2407,Bedford Mansion&必發大廈,"22.321947100000006,114.1649551",1.9952682099886534e-06
2408,Perfect Mansion&必發樓,"22.3067875,114.1839447",9.317007379980596e-06
2409,Tak Fung House&德豐大樓,"22.278019,114.18004609999998",4.476697650075967e-06
2410,Tak Mansion&德苑,"22.2804585,114.1524582",2.8029866899931e-06
2411,Tak Fung Building&德豐樓,"22.506523100000006,114.1268692",1.779457000017289e-07
2412,Tak Wah Mansion&德華大廈,"22.2778549,114.1772156",3.8995449999026194e-08
2413,Tak Fung House&德豐樓,"22.3299332,114.1919861",7.010364828994747e-05
2414,Tak Wah Building&德華樓,"22.3687859,114.11924740000002",1.9995523199384712e-06
2415,Tak Fung Building&德豐大廈,"22.3243027,114.1656265",2.687364250001254e-06
2416,Chi Hing Building&志興樓,"22.3074875,114.1703873",2.7564340002028575e-08
2417,Fasteem Mansion&快添大廈,"22.2796402,114.1783295",3.2825802600201836e-06
2418,Chi Fung Building&志豐樓,"22.2830353,114.1273727",1.7149250000548415e-08
2419,Nim Chi Lau&念慈樓,"22.278263100000004,114.2288132",1.2783576500075848e-06
2420,Yan Yee Court&忻怡閣,"22.275198,114.1738663",4.436585539989904e-06
2421,Happy Building (Mansion)&快樂大廈,"22.2750759,114.1580353",4.379411249996516e-05
2422,Victory Garden&怡勝花園,"22.366663,114.13880159999998",2.3082674000451515e-07
2423,Yee Fu Building&怡富大廈,"22.3097801,114.183403",1.7933564609986086e-05
2424,Wealth Garden&怡富花園,"22.3361835,114.2089767",3.801105922011376e-05
2425,Yee On Building&怡安大廈,"22.2433796,114.1535721",1.1456228199985945e-05
2426,Ian Court&怡安苑,"22.4716663,114.0571747",3.200250386005833e-05
2427,Yee On Court&怡安閣,"22.3204861,114.1766663",2.622663736989472e-05
2428,Elgar Mansion&怡家洋樓,"22.2900715,114.1976852",1.9124029129986518e-05
2429,Yee Hong Garden&怡康花園,"22.4372044,114.0660019",1.4352379699973227e-06
2430,Delightful Mansion&怡昇洋樓,"22.2898769,114.1982956",2.51219550499792e-05
2431,Yee Hong Villa&怡康苑,"22.3822479,114.2680588",4.857259449992123e-06
2432,Yee Cheong Building&怡昌大廈,"22.3163242,114.2251434",9.391881999974208e-06
2433,Yale Lodge&怡廬,"22.2761345,114.1593323",3.683326874000284e-05
2434,Eastman Court&怡明閣,"22.2781258,114.1757736",2.5352153999798913e-06
2435,Tang Court&怡德花園,"22.2964382,114.1697769",3.089249999910514e-09
2436,Serenity Place&怡心園,"22.3223515,114.2538147",7.477925200000231e-06
2437,Yee Hing Building&怡慶大廈,"22.2435551,114.1538544",1.1097990579996284e-05
2438,Sunshine Mansion&怡新洋樓,"22.2898235,114.1979523",2.2030898500002553e-05
2439,Riches Court&怡富閣,"22.317112,114.1892395",2.3444923849986364e-05
2440,The Vista&怡庭居,"22.3435345,114.1932068",2.2077308500023644e-06
2441,Elaine Court&怡寧閣,"22.3256798,114.1690598",9.785652879987291e-06
2442,Yee Hong Building&怡康大廈,"22.277853,114.1780472",9.078216999960201e-08
2443,Yee Bo Mansion&怡寶洋樓,"22.2901993,114.1983185",2.467232786002135e-05
2444,Mount Davis 33&怡峰,"22.2813663,114.123848",3.443660509010996e-05
2445,The Somerset&怡峰,"22.2387218,114.1898499",3.620195196996303e-05
2446,Villa Tiara&怡峰園,"22.3916836,113.9803162",4.921074050042447e-06
2447,Yee Fung Court&怡峰苑,"22.3617516,114.1389084",1.056236104999108e-05
2448,Fairview Garden&怡景園,"22.374298100000004,114.1210861",7.907416400037354e-06
2449,Fairview Court&怡景閣,"22.268858,114.1850662",9.452927353992402e-05
2450,Elegance House&怡景大廈,"22.2917309,114.2051926",8.290519881998997e-05
2451,Yee King Court&怡景閣,"22.3406296,114.1540985",2.8236960609982125e-05
2452,Yee King Building&怡景大廈,"22.3183079,114.1747513",1.3295544209944328e-05
2453,Yee King House&怡景樓,"22.328544600000004,114.1601868",5.662243249984886e-06
2454,Elegant Garden&怡景花園,"22.2865906,114.1382828",7.007145700035546e-07
2455,GREENVIEW COURT&怡景苑,"22.282568,114.1314621",3.1160368099851636e-06
2456,Greenery Garden&怡林閣,"22.2751522,114.12828059999998",6.883819570005491e-05
2457,Yee Hing Building&怡興大廈,"22.2766762,114.1817017",2.338989249995401e-06
2458,Elegance Gardens&怡樂花園,"22.4044685,113.9816284",9.691099610017779e-06
2459,Yee Hing Court&怡興閣,"22.3050365,114.1723862",1.167243399989989e-07
2460,Shelley Court&怡珍閣,"22.2804508,114.1515732",5.506678279983726e-06
2461,Yee Yuen&怡苑,"22.2634449,114.1851196",0.00022458653344995558
2462,Fortune Garden&怡發花園,"22.3365898,114.20827479999998",4.854684116024592e-05
2463,Eden Gardens&怡翠花園,"22.401823,114.1970367",2.666371948996623e-05
2464,Yee Tsui Court&怡翠苑,"22.2648258,114.2390289",1.0938884000078817e-06
2465,Yee Wah Mansion&怡華大廈,"22.2796326,114.1855774",2.5514386000102477e-07
2466,Yee Fai Building&怡輝大樓,"22.3214169,114.16996770000002",2.024101300025854e-06
2467,Yee Wah Court&怡華閣,"22.3326797,114.1611633",4.787969299990792e-07
2468,Mayfair Court&怡輝苑,"22.2684669,114.1833878",9.499638025000879e-05
2469,Yee Fung Building&怡豐大廈,"22.443098100000004,114.0312653",4.3340449999974054e-08
2470,Yee Kok Court&怡閣苑,"22.3332043,114.1584778",2.553133810020727e-06
2471,Yee Fung Court&怡豐閣,"22.286005,114.14122009999998",7.15298900074402e-08
2472,Yee Fai Building&怡輝大廈,"22.3124962,114.1861801",2.6193323409988058e-05
2473,Yee Nga Court&怡雅苑,"22.4547615,114.1735153",1.7635679299803775e-06
2474,Hand Wai Court&恆威閣,"22.3312416,114.16434479999998",4.517569299949565e-06
2475,Yee Ching Court&怡靖苑,"22.3321438,114.1597977",6.177616399982104e-07
2476,Diamond Building&恆安大廈,"22.2781792,114.1795807",4.967456650041296e-06
2477,Ealing Court&怡齡閣,"22.3045807,114.1694565",2.6694967570058023e-05
2478,Hang On Building&恆安大廈,"22.3438797,114.1986237",3.274245200002663e-06
2479,Hang Shun Mansions&恆信大廈,"22.2785378,114.1709442",6.3430251300501236e-06
2480,Harrison Court&恆信大樓,"22.3188324,114.1778488",4.300521121000733e-05
2481,Victory Building&恆勝樓,"22.3303909,114.188385",9.12828500009045e-08
2482,Four Winds Apartments&恆琪園,"22.2748737,114.1277008",7.508622713002848e-05
2483,Hang Wan Building&恆運大廈,"22.2999172,114.1747055",3.0087117699828148e-06
2484,Greenland Court&恆翠園,"22.275074,114.1591492",4.801884803999687e-05
2485,Lucky Mansion&恆運樓,"22.4472942,114.0231781",6.298096250030935e-06
2486,Hang Yu Building&恆裕大廈,"22.2817936,114.1264038",1.1253982899994836e-05
2487,Hang Sing Mansion&恆陞大樓,"22.285038,114.1415405",1.072305650002289e-06
2488,Hang Yue Building&恆裕大廈,"22.2870178,114.13821409999998",1.6574019999790625e-07
2489,Hang Shing Building&恆誠大廈,"22.3317509,114.1627731",2.1259201999905415e-07
2490,Harvest Garden&恆豐園,"22.3842926,113.981308",1.0652716959992501e-05
2491,Hang Fung Building&恆豐大廈,"22.2695923,114.1842728",7.745910237001105e-05
2492,Hang On Building&恆安樓,"22.3320408,114.162941",4.927824200154763e-07
2493,Star Mansion&恆星樓,"22.2963905,114.1734314",9.437991999984698e-07
2494,Everich Building&恆富大廈,"22.3266506,114.1680145",1.799864221000291e-05
2495,Park View Court&恆柏園,"22.2834473,114.1449661",4.093581650009519e-05
2496,Granville Garden&恆峰花園,"22.377443300000003,114.171463",1.8544394900008897e-06
2497,Evergreen Building&恆康大廈,"22.3238068,114.1892166",3.514686100002679e-06
2498,Hang Tak Building&恆德大廈,"22.275938,114.1683426",5.981578850005969e-06
2499,Hannover Court&恆懋大樓,"22.3245029,114.1780472",3.4521697479860384e-05
2500,Hang Lung Bank Tsim Sha Tsui Branch Building&恆隆銀行尖沙咀分行,"22.2999458,114.1747971",3.296413489993525e-06
2501,Hang Fu Building&恒富大廈,"22.4441814,114.0315857",2.5423402000335054e-07
2502,Hang Lung Bank Western Branch Building&恆隆銀行西區分行大廈,"22.2861614,114.1355057",1.7357892500207787e-06
2503,Hang Ning Court&恒寧閣,"22.337057100000006,114.158844",1.7582440999817084e-07
2504,Handsome Court&恆順園,"22.3875961,113.9813385",1.1717966600073344e-06
2505,Hang Po Building&恒寶大廈,"22.2860336,114.192543",3.714421000056548e-08
2506,Dragon Court&恆龍閣,"22.2765465,114.1942215",6.866602249993113e-05
2507,Hang On Building&恒安大樓,"22.3194885,114.1690598",2.6483523999939043e-07
2508,Heng On Estate&恒安村,"22.416132,114.2294006",2.7294800000292393e-06
2509,Hang Shan Court&恒山閣,"22.3124485,114.1855011",2.718927769999726e-05
2510,Han Cheong Building&恒昌大廈,"22.3036613,114.169342",2.1092675049980775e-05
2511,Hang Shing Building&恒盛大廈,"22.3209496,114.187851",3.606102820025232e-06
2512,Hang Cheong Building&恒昌大廈,"22.4449177,114.029129",1.6795472000197283e-07
2513,Hanford Garden&恒福花園,"22.3826714,113.977356",2.7803428999669044e-07
2514,HANG Cheong Tai Building&恒昌泰大廈,"22.2872295,114.1461868",1.1893969000382383e-07
2515,Hang Cheong Court&恒昌閣,"22.2831001,114.2197647",5.7785002599856635e-06
2516,Hang King Garden&恒景花園,"22.3604259,114.1279144",3.225349000129691e-08
2517,Hanfast Building&恒發大廈,"22.330822,114.1628647",1.251034850002422e-06
2518,Hang Shun Building&恒順大樓,"22.3368797,114.1590042",4.321637299981794e-07
2519,Bel Air Heights&悅庭軒,"22.3419323,114.2020035",3.039277940027229e-06
2520,Hanley Villa&恒麗園,"22.3689098,114.0920639",5.571208705006355e-05
2521,Yuet Sum Mansion&悅心大廈,"22.2883263,114.1410065",3.8012066001065467e-07
2522,Yun Kai Building&恩佳大廈,"22.310827300000003,114.1713181",1.832081959997102e-05
2523,Marina Habitat&悅海華庭,"22.2442169,114.1543121",1.3316615810020004e-05
2524,Yan On Building&恩安樓,"22.3757496,114.1776352",1.4558382499963217e-06
2525,Yan Chi Building&恩賜大廈,"22.3039436,114.1695633",2.165268744008171e-05
2526,Yuet On Building&悅安樓,"22.3750782,114.1776123",2.8641122000044074e-07
2527,Merry Green&悅富豪苑,"22.4665756,114.0532532",1.1067280039994396e-05
2528,Han Hing Building&恒興大廈,"22.327676800000006,114.1670456",2.5215970050055055e-05
2529,Hang Tung Building&恒通大廈,"22.3211765,114.1667328",2.8174116200051395e-06
2530,Hang Hing Court&恒興樓,"22.2858849,114.14044950000002",1.094970399961886e-06
2531,Hang Wan House&恒運樓,"22.3101044,114.16927340000002",2.910373721988556e-05
2532,Hang Ying Building&恒英大廈,"22.290144,114.1964645",1.0085231650045713e-05
2533,Hang Lung Mansion&恒隆大廈,"22.315143600000006,114.17049409999998",1.5221416999271387e-07
2534,Hang Yue Court&恒裕閣,"22.3132458,114.1676025",1.30349530100243e-05
2535,Hang Fai Building&恒輝大廈,"22.2859612,114.1401062",1.8970646599802793e-06
2536,Hand Fair Court&恒輝閣,"22.3369274,114.1580124",2.5428038500126075e-06
2537,Ocean View&悅海軒,"22.2981892,114.1753464",1.0818139600006414e-06
2538,Yalesville&悠然居,"22.4226437,114.0751953",0.00046086254297997124
2539,Yuet Wu Villa&悅湖山莊,"22.3744736,113.9681473",2.7705778000137025e-07
2540,The Paragon&悠然山莊,"22.442482,114.1734238",4.050439743997068e-05
2541,La Lumiere&悅目,"22.3094749,114.1869431",4.1687669000123485e-06
2542,Wai Lee Building&惠利大廈,"22.2851543,114.2120667",3.2442817999279785e-07
2543,Yuet Chui Court&悅翠苑,"22.2605991,114.2380066",4.867032340001532e-06
2544,Yuet Fai House&悅輝大廈,"22.3199329,114.18732450000002",8.649043599931238e-06
2545,Yuet Lai Court&悅麗苑,"22.3483067,114.12738799999998",1.0352034499619495e-06
2546,Yuet Loong Building&悅龍大廈,"22.3594933,114.1266098",3.2941800000098027e-06
2547,Fairville Garden&惠園,"22.266428,114.1891479",0.000185919155929866
2548,Wai Chun House&惠珍樓,"22.3321648,114.16374209999998",2.2591694499615945e-06
2549,Wai On Building&惠安樓,"22.4485931,114.1654968",3.2701986499894456e-06
2550,Wai Fong Court&惠芳閣,"22.2885628,114.2101517",1.671352929995172e-06
2551,Westlands Gardens&惠安苑,"22.2854881,114.2133865",9.211579200111561e-07
2552,Sea Breeze Court&惠風閣,"22.2865238,114.1946793",1.1952897929990946e-05
2553,Welland Court&惠寧閣,"22.3258572,114.1700134",1.1740478599995977e-05
2554,Welcome House&惠康樓,"22.3323631,114.1606216",1.4491838599964526e-06
2555,Wai Tak Building&惠德大廈,"22.2877121,114.14311979999998",7.063375929920751e-06
2556,Yue Shing Court&愉城苑,"22.3784447,114.1923218",2.79627232999808e-06
2557,Discovery Park&愉景新城,"22.3761806,114.1117477",8.854444999783253e-08
2558,Village Mansion&愉安大廈,"22.2679157,114.1835785",0.0001064642320399889
2559,Yue King Building&愉景樓,"22.2767868,114.1808167",3.6204952100218912e-06
2560,Yue On Mansion&愉安樓,"22.2679424,114.1856232",0.00011590612513996866
2561,Greenview Garden&愉景花園,"22.3702526,114.1840439",4.201656369991664e-06
2562,Elm Tree Towers&愉富大廈,"22.2736435,114.19377140000002",1.316087200159812e-07
2563,Horace Court&愉寶大廈,"22.268648100000004,114.18445590000002",9.529168160000112e-05
2564,Cheerful Court&愉昇閣,"22.2682247,114.1868744",0.00012046574748989628
2565,Yau Tong Centre&油塘中心,"22.2953815,114.2378922",8.776495399884697e-07
2566,Tai Hang Garden&泰亨豪園,"22.4712067,114.1504517",0.00024998150465000704
2567,Yau Chui Court&油翠苑,"22.2975845,114.2391205",1.4584032499937627e-06
2568,Tai Wo Mansion&泰和大廈,"22.275898,114.1739273",2.698979599988242e-06
2569,Tai On Building&泰安樓,"22.3739281,114.1788177",1.2135529799993955e-06
2570,Park Nara&泉薈,"22.4343548,113.9978867",5.4760657999924246e-06
2571,The Merton&泓都,"22.2831841,114.1262283",9.848468200064788e-06
2572,Percival House&波斯富大廈,"22.2787819,114.183075",2.7856189000326055e-07
2573,Tai Cheung Building&泰祥大廈,"22.4457684,114.0306625",6.527040100140219e-07
2574,Hung Cheong House&洪昌大廈,"22.3157978,114.2232361",2.252641249992083e-06
2575,Tai Yuen&泰苑,"22.2669849,114.1839447",0.00012753013663996987
2576,Woodland House&活倫大廈,"22.2819939,114.15036770000002",1.0075745299876222e-05
2577,Tai Wah Building&泰華大廈,"22.2857151,114.1917419",7.357012819988655e-06
2578,Thai Wah Building&泰華大廈,"22.278368,114.17659",7.360865599816247e-07
2579,Tai Fung House&泰豐大廈,"22.3175964,114.1711044",3.7178905000061803e-07
2580,Tai On House&泰安樓,"22.3158188,114.2277908",3.916580240022648e-06
2581,Thai Kong Building&泰港大廈,"22.2796154,114.1826477",7.34678099999617e-07
2582,Tai On Court&泰安閣,"22.279377,114.2299042",5.445279999413085e-09
2583,Tai Fat Building&泰發大廈,"22.2872906,114.1459351",2.773235699987226e-07
2584,Tai Hong Building&泰康樓,"22.3128853,114.2270432",3.3966338599759754e-06
2585,Tai Yue Mansion&泰怡大廈,"22.3207836,114.1712189",8.668770499979524e-07
2586,Tai Cheong House&泰昌樓,"22.5002136,114.1425858",9.563362000021511e-07
2587,Tai Cheong Mansion&泰昌樓,"22.3268547,114.1614685",1.869079105000699e-05
2588,Woodlands Court&活倫閣,"22.2817516,114.1507263",7.872026449978338e-06
2589,Homing Terrace&浩明雅苑,"22.3208485,114.189949",7.449316999767271e-08
2590,The Hudson&浚峯,"22.2815266,114.1271515",8.309214610040972e-06
2591,Highland Park&浩景台,"22.3492146,114.1301117",1.3864919929984419e-05
2592,Wun Sha Tower&浣紗花園,"22.2782764,114.1932144",4.558533831999798e-05
2593,The Long Beach&浪澄灣,"22.319671600000003,114.1560135",5.2248382009910086e-05
2594,Wun Sha Court&浣紗閣,"22.2781906,114.1930771",4.4111567769926775e-05
