,house_name,lat_lon,shopping center
924,FU TUNG BUILDING&富東大廈,"22.2762642,114.1700745",5.126664100011789e-06
925,Fu Wing Building&富榮樓,"22.3132668,114.1677399",1.2188769770022822e-05
926,Charming Garden&富榮花園,"22.3142109,114.1630859",3.3282644200184544e-06
927,Fulham Garden&富林苑,"22.2796783,114.1316605",1.8981480039965067e-05
928,Full Park&富柏豪園,"22.4231339,113.9875336",0.00010761270697001596
929,Fu Yip Building&富業大廈,"22.3076496,114.1859436",1.015872319987474e-06
930,Fortune Mansion&富榮大廈,"22.3725452,114.1157379",1.8125650000508024e-07
931,Fu Wing Court&富榮閣,"22.2757015,114.173172",2.7052525599755098e-06
932,Fu Moon Building&富滿大廈,"22.2865448,114.1394501",2.59961000003137e-06
933,Harmony Garden&富欣花園,"22.2652988,114.2482681",3.2445592999872293e-07
934,Full Jade Mansion&富澤大廈,"22.2495022,114.1479034",2.562555352998986e-05
935,Fu Yan Court&富欣閣,"22.2798004,114.2242508",5.980636209989682e-06
936,Fortress Garden&富澤花園,"22.2873077,114.19424440000002",7.2621944500590396e-06
937,Fu Men Mansion&富民閣,"22.3210812,114.1881256",2.548960339990812e-06
938,Fu Chau Building&富洲大廈,"22.3396511,114.15345759999998",1.7153713998154126e-07
939,Foo Yuen Building&富源樓,"22.3353138,114.195076",8.11701084999203e-06
940,Fu Yuen Court&富源閣,"22.3339767,114.16082",8.729166800040205e-07
941,Fu Hing Garden&富興花園,"22.4222202,114.03092959999998",3.241402648994998e-05
942,Pokfulam Terrace&富臨軒,"22.2678127,114.1317368",4.8856278440002955e-05
943,Fu Yuen&富苑,"22.2757282,114.1743774",4.109034969978454e-06
944,Furama Building&富臨門大廈,"22.3330231,114.163002",1.706000420019162e-06
945,富茵雅苑&富茵雅苑,"22.4408054,113.9975967",1.7478742479988242e-05
946,Forum Court&富臨閣,"22.3194866,114.1736374",5.039269000000925e-06
947,Fu Hing Building&富興大廈,"22.444315,114.0250626",1.201725000024428e-07
948,Fu Hing Building&富興樓,"22.4484215,114.1641617",4.550561999994739e-06
949,Osmanthus Court&富澤苑,"22.3293343,114.1728516",3.7990205199974844e-05
950,Fu Yau Building&富祐大廈,"22.3441944,114.1986923",3.0064722499825345e-06
951,Fu Chak Garden&富澤軒,"22.3862896,113.96636200000002",1.6813058599893407e-06
952,Full Yau Court&富祐閣,"22.442812,114.0312881",6.981319998692339e-09
953,Fullic Court&富益閣,"22.3158016,114.1679688",5.635220240013226e-06
954,Flordia Mansion&富盛大廈,"22.3028984,114.1737747",1.3224068999707627e-07
955,Fu Shing Building&富盛大廈,"22.4481602,114.1647186",2.725932099992493e-06
956,Fou Wah Centre&富華中心,"22.3729191,114.1183395",1.0283647999992667e-06
957,Fu Wah Building&富華樓,"22.2853241,114.1383057",4.375128050007113e-06
958,Forward Mansion&富華大廈,"22.3958244,113.9759064",6.569449299966709e-07
959,Fu Wah Court&富華閣,"22.3360825,114.1600494",1.5971165570072508e-05
960,Florence Plaza&富華廣場,"22.3398972,114.1541061",2.101621044997702e-05
961,Foo Wah House&富華樓,"22.3712769,114.1156235",1.7636447300186108e-06
962,Fuller Gardens&富萊花園,"22.4538651,114.1648102",2.1066865999895617e-07
963,Fu Yue Building&富裕樓,"22.2792587,114.17708590000002",1.6857456199792076e-06
964,Fulham Court&富蘭苑,"22.2912197,114.1986237",2.698938130001991e-05
965,Fu Yue House&富裕樓,"22.4484444,114.1646423",7.763079700016559e-06
966,Fortune Terrace&富裕臺,"22.3041954,114.1730042",1.0836237050014986e-05
967,Fortune Building&富裕大廈,"22.3228168,114.1890106",9.608956999956196e-07
968,Wealth Building&富裕大廈,"22.2852783,114.1419601",8.608445600061098e-07
969,Wealth House&富裕居,"22.3351974,114.16082",6.984786500041699e-07
970,Foo Yu Building&富裕樓,"22.3730526,114.116394",5.089960000571485e-09
971,Fu Yu Court&富裕閣,"22.3180962,114.18659209999998",2.3100482690105814e-05
972,Fu Yin Court&富賢閣,"22.2855167,114.1357956",2.2292432500242787e-06
973,Fu Fai Garden&富輝花園,"22.4248657,114.2338104",6.569999997946461e-12
974,Belair Gardens&富豪花園,"22.3856411,114.199852",1.5405858100180826e-06
975,Fortune Views&富逸軒,"22.318159100000006,114.18840790000002",1.5480432159925048e-05
976,Golden Field Villa&富豪花園,"22.3856239,114.1990433",4.566589000002232e-07
977,Beverley Heights&富豪閣,"22.2867546,114.19797520000002",6.92341024995495e-06
978,Foo Choy House&富財樓,"22.443689300000006,114.0297318",1.782271299937994e-07
979,Peony House&富貴大廈,"22.3193207,114.161377",3.3913009000028085e-07
980,Full Wing Building&富運大廈,"22.311882,114.1863403",2.013721273001647e-05
981,Frebong Building&富邦樓,"22.4485607,114.1643982",9.222464800041755e-06
982,Foo Tat Building&富達大廈,"22.3166809,114.1713867",7.960064900072687e-07
983,Full Pong House&富邦樓,"22.3218536,114.16388700000002",2.843329039964721e-06
984,Manhattan Plaza&富達廣場,"22.4412785,114.0285416",1.7668222099995583e-06
985,Fu Tao Building&富都大廈,"22.3199234,114.1736374",4.889883400001255e-06
986,Fantasy Garden&富達花園,"22.4379044,114.0656433",7.202556500000114e-07
987,Havsun Garden&富達苑,"22.3307343,114.1739197",5.942160844995658e-05
988,Fortuna Building&富邦大廈,"22.3130913,114.1865463",3.215979050001092e-05
989,Fu Bong Mansion&富邦大廈,"22.291046100000006,114.2035904",3.036610599945678e-07
990,Fu Lai Garden&富麗花園,"22.4334698,114.0083466",0.000112819269249952
991,Foon Tak Building&寬德大廈,"22.3593216,114.1270065",2.729798900012783e-06
992,Fulrich Garden&富麗花園,"22.3162441,114.2214355",5.351109859998709e-06
993,Foon Shing Building&寬成樓,"22.321455,114.1691818",1.2085642400032878e-06
994,Wealthy Garden&富麗花園,"22.3691311,114.1223221",3.9601162000444333e-07
995,Po Hang Building&寶亨大廈,"22.3146362,114.1672058",1.1015252240003631e-05
996,Fortune Court&富麗閣,"22.2977924,114.1722488",2.0808385000082822e-07
997,Residence 228&寓‧弍捌,"22.3352013,114.1588669",1.9214479999707786e-07
998,Ning Fung Court&寧峰苑,"22.3717365,114.1385345",1.5721537000037258e-07
999,Ning Yeung Terrace&寧養臺,"22.2844448,114.1412506",1.32909530000168e-05
1000,Full Silver Garden&富銀花園,"22.424984,114.0740051",0.0003554032944097552
1001,Florence Mansion&富麗大廈,"22.4021702,113.9778748",5.356793000369091e-08
1002,Flowery Villas&富麗山莊,"22.4639015,113.9892044",5.366653080997479e-05
1003,Elegance Garden&富雅花園,"22.4442673,114.167511",1.5055880900047623e-06
1004,Finery Park&富麗花園,"22.3236961,114.2542877",4.01424079999975e-07
1005,Full Art Garden&富雅花園,"22.4256744,114.0854645",0.0027716237508500757
1006,Full Wealth Gardens&富雅花園,"22.2904472,114.2036514",9.09376250000798e-07
1007,Elegant Terrace&富雅閣,"22.2670002,114.1838531",0.00012687035161000824
1008,Flora Garden&富麗園,"22.2730293,114.1942825",0.00010616198953992982
1009,Po Yan Building&寶仁樓,"22.4482727,114.1662064",1.0463547600025788e-06
1010,Bulkeley House&寶利大廈,"22.308321,114.1836243",1.1702622529931476e-05
1011,Pollock Building&寶來大廈,"22.3047676,114.1723404",4.0250260000731515e-08
1012,Po Lee Building&寶利大廈,"22.2853718,114.2123489",6.804023850006671e-06
1013,Pobjoy Court&寶來閣,"22.3250504,114.1730576",2.6418320002722392e-08
1014,Bou Lee Building&寶利大樓,"22.3080292,114.18408970000002",8.411162889883822e-06
1015,Bo Lun Building&寶倫大廈,"22.3071461,114.1689453",5.61108294900138e-05
1016,Po Lun Building&寶倫大樓,"22.3165684,114.169075",1.3098002600005572e-06
1017,Bo Kwong Apartments&寶光大廈,"22.2748528,114.1577454",4.593604339996267e-05
1018,Po Kwong Building&寶光大廈,"22.3197994,114.1881027",6.477804729997074e-06
1019,Polly Court&寶利閣,"22.3065662,114.1864548",9.756072399874362e-07
1020,Po Hay Building&寶喜大廈,"22.3266182,114.1660233",3.3643453000132944e-07
1021,Tong Po Garden&寶塘花園,"22.4165077,113.9707565",7.088867045002367e-05
1022,Po Garden&寶園,"22.2741432,114.155777",5.502581043996477e-05
1023,Po Yue Yuk Building&寶如玉大廈,"22.2806644,114.1498718",1.4560441999990207e-05
1024,Po Shan Mansions&寶城大廈,"22.279995,114.140892",6.24228396999339e-05
1025,Po Sing Court&寶城大樓,"22.3303413,114.1931229",6.0266925890007224e-05
1026,Po Shing Building&寶城洋樓,"22.4433289,114.0248032",2.1056926499985014e-06
1027,Bo Shing Court&寶城閣,"22.2905827,114.20121",1.6415995299943197e-06
1028,Bo Fung Gardens&寶峰園,"22.284441,114.2143173",4.0938112999689684e-07
1029,Gay Mansion&寶建大廈,"22.316949800000003,114.1745224",7.591295609975846e-06
1030,Bo Fung Building&寶峰大廈,"22.3146152,114.222168",4.440246400030538e-07
1031,Star Ruby&寶御,"22.3115826,114.1868973",1.7218462850023482e-05
1032,Pau Chung Building&寶峰大廈,"22.321497,114.1900558",5.520148999925741e-07
1033,Borrett Mansions&寶德台,"22.2740364,114.16200259999998",2.8020565570176425e-05
1034,Po Lun House&寶崙樓,"22.3257313,114.1675644",1.1019902980019178e-05
1035,Po Hong Building&寶康大廈,"22.4474239,114.1657867",4.600592999959328e-07
1036,Po Hong Building&寶康樓,"22.4988537,114.1422424",1.1126718100055866e-06
1037,Po Wai Building&寶威大廈,"22.3067474,114.1861343",1.1002813299808665e-06
1038,Po Foo Building&寶富大廈,"22.2788353,114.1834335",2.114555200012493e-06
1039,Parkway Court&寶威閣,"22.2844505,114.1454163",3.7035264579997404e-05
1040,Bell House&寶寧大廈,"22.313427,114.1703949",3.627971809979253e-06
1041,Bow On Building&寶安大廈,"22.3041306,114.1698303",2.1013822240026734e-05
1042,Po On Building&寶安大樓,"22.3212891,114.1703644",2.4998107299967516e-06
1043,Po On Lau&寶安樓,"22.5033379,114.1294785",4.2431220001271015e-08
1044,Po On Court&寶安閣,"22.3381577,114.1581955",2.2343920999422915e-07
1045,Po Tak Mansion&寶德大廈,"22.279541,114.1292114",1.474863706002385e-05
1046,Bonham Crest&寶恆閣,"22.2839451,114.1440506",2.926471529002797e-05
1047,Po Yan Building&寶恩大廈,"22.3262939,114.25225829999998",1.5135903700190984e-05
1048,Po Teck Mansion&寶德大廈,"22.3147984,114.18940729999998",5.113022404999163e-05
1049,Po Hing Mansion&寶慶大廈,"22.284605,114.1467896",5.081829025984389e-05
1050,Potek House&寶德樓,"22.2849579,114.1921692",1.2176181249994746e-05
1051,Bowie Mansion&寶怡大廈,"22.3117523,114.187851",1.9506553810000598e-05
1052,Blossom Garden&寶怡花園,"22.4082432,113.96866609999998",1.7950480002656745e-08
1053,Bonham Court&寶恆苑,"22.2835598,114.1462936",6.282581625981164e-05
1054,Po Shing Building&寶成樓,"22.371357,114.1153946",2.455276130009321e-06
1055,Po Ming Building&寶明大廈,"22.278490100000006,114.1835556",2.076928970013171e-06
1056,Po Ming Building&寶明樓,"22.3284702,114.16560359999998",2.1947970579910992e-05
1057,Po Sing Mansion&寶成洋樓,"22.3212204,114.1901474",9.948631399965703e-07
1058,Po Ming Court&寶明苑,"22.3119507,114.2577057",2.1374322500004866e-06
1059,Po Man Building&寶文大廈,"22.2800217,114.22525790000002",7.062722499932196e-06
1060,Po Man Court&寶文閣,"22.3296375,114.1902618",5.9751102250005844e-05
1061,Po Sun Mansion&寶新大廈,"22.3071995,114.1854782",2.1565357299675064e-06
1062,Bo Ming Court&寶明閣,"22.2824078,114.1928635",1.4990147999982472e-07
1063,Po Lam Court&寶林閣,"22.286457100000003,114.1402893",1.5641571999821833e-06
1064,Po Sing Centre&寶星中心,"22.3661652,114.1361923",5.721699995975766e-10
1065,Pao Yip Building&寶業大廈,"22.2764149,114.1708527",3.5139453700033004e-06
1066,Po Fai Building&寶暉大廈,"22.312770800000006,114.1863632",2.880897280007479e-05
1067,Po Lam Estate&寶林邨,"22.3267097,114.2545776",4.377406209996093e-06
1068,Botanical Court&寶林閣,"22.2794323,114.1544571",6.195144500001254e-06
1069,Po Wing Building&寶榮大廈,"22.2869816,114.1921921",2.248461969990553e-06
1070,Birchwood Place&寶樺臺,"22.2750683,114.1609802",3.228245000003031e-05
1071,Po Thai Building&寶泰大廈,"22.285673100000004,114.14837649999998",4.806912400071881e-07
1072,Plover Cove Garden&寶湖花園,"22.449028,114.1683655",7.944725000130267e-08
1073,Po Wing Building&寶榮樓,"22.4990501,114.1423798",1.1509710500068456e-06
1074,Po Lok Building&寶樂大廈,"22.304039000000003,114.1702728",1.774474785000896e-05
1075,Po Lok Building&寶樂樓,"22.4476624,114.1659241",6.160043699944783e-07
1076,Ashfield House&寶田洋樓,"22.325128600000006,114.1723175",3.743841620021337e-06
1077,Ruby Mansion&寶石大樓,"22.3237343,114.1699219",2.057014900003495e-06
1078,Po Fat Building&寶發大廈,"22.4433365,114.0284958",3.564582500038228e-07
1079,Lux Theatre Building&寶石戲院大廈,"22.3062878,114.1858749",2.420960769981959e-06
1080,Bauhinia Garden&寶盈花園,"22.3067341,114.2623825",1.3920084099991502e-06
1081,Po Yik Building&寶益樓,"22.4421062,114.0250854",3.5901343400259016e-06
1082,Bo Shek Mansion&寶石大廈,"22.36833,114.1178131",4.0322182100090056e-06
1083,Po Yuen Mansion&寶源大廈,"22.307506600000004,114.1843643",3.3726690001418855e-08
1084,Po Pui Court&寶珮苑,"22.3172779,114.2285767",3.5870344199905167e-06
1085,Po Hon Building&寶漢大廈,"22.2806568,114.1825333",1.7664698000093921e-07
1086,Po Yu Court&寶瑜閣,"22.2854614,114.1422195",9.206582499991133e-07
1087,Po Hei Court&寶熙苑,"22.3372822,114.1594086",1.9803489680066305e-05
1088,Po Tin Building&寶田大廈,"22.3348999,114.1662979",3.6688084000986014e-07
1089,Jadestone Court&寶玉閣,"22.282835,114.1492386",1.962574755995303e-05
1090,Curio Court&寶珊園,"22.439422600000004,114.0117264",0.00013581570304999215
1091,Razor Park&寶珊苑,"22.3371239,114.248291",7.3584936099651135e-06
1092,No.1 Po Shan Road&寶珊道1號,"22.280763600000004,114.14042659999998",4.9033349059815445e-05
1093,Po Cheung Building&寶祥大樓,"22.3138256,114.1688995",5.145366010030009e-06
1094,El Castillo&寶翠山莊,"22.4473686,114.0919342",1.0474208650012037e-05
1095,Po Fuk Building&寶福大廈,"22.2790813,114.2258377",5.6617748100003325e-06
1096,Jade Mansion&寶翠洋樓,"22.289711,114.1974182",1.7781641480035626e-05
1097,Merit Court&寶立閣,"22.2873554,114.1393509",1.60260644000935e-06
1098,Bo Chui Garden&寶翠花園,"22.3026638,114.29370120000002",0.000817251018440751
1099,The Belchers&寶翠園,"22.2848568,114.1332626",6.529740100028106e-07
1100,Jade Mansion&寶翠大廈,"22.3084774,114.168808",5.012599825996877e-05
1101,Po Tsui Mansion&寶翠大廈,"22.3445148,114.1965332",6.816715279996476e-06
1102,Po Wah Building&寶華大廈,"22.2770195,114.1689453",7.312071650018034e-06
1103,Bonds Mansion&寶聲大廈,"22.3143311,114.1706543",1.0088207999990183e-06
1104,Boland Court&寶能閣,"22.3409843,114.1813507",3.5768883999940986e-06
1105,Po Wah Building&寶華樓,"22.49897,114.142334",1.1050938399965197e-06
1106,Po Hing Mansion&寶興大廈,"22.3347149,114.1945267",1.1076993849993892e-05
1107,Po Hing Building&寶興大樓,"22.3262081,114.1651611",1.8216921999692e-07
1108,Pao Hing House&寶興樓,"22.3272247,114.162529",2.0093152500036737e-05
1109,Belcher's Hill&寶雅山,"22.2825184,114.129837",2.756334099935696e-07
1110,Po Fung Building&寶豐大廈,"22.2901669,114.1981125",2.2759102419970715e-05
1111,Po Nga Court&寶雅苑,"22.4516754,114.1591263",3.188437639998836e-06
1112,Po Fung Building&寶豐樓,"22.4473114,114.1676025",5.446504999933909e-08
1113,The Cliveden&寶雲匯,"22.384065600000003,114.10926059999998",3.7733570439975576e-05
1114,Po Ho Mansion&寶豪大樓,"22.3266296,114.1626282",2.535471640999278e-05
1115,Portfield Building&寶輝大廈,"22.2687054,114.18520359999998",9.820197409983076e-05
1116,Po Lung Building&寶隆大廈,"22.3274746,114.1658325",2.2495553439995584e-05
1117,Po Ngai Garden&寶藝花園,"22.2760296,114.17223359999998",8.797671999953172e-08
1118,Po Wah House&寶華樓,"22.2831345,114.13174440000002",2.184482210039262e-06
1119,Pao Fung Mansion&寶豐大廈,"22.3272686,114.1618881",1.6921256839992148e-05
1120,寶華花園&寶華花園,"22.412508,113.9690018",1.754699677000393e-05
1121,Casa Bella&寶華軒,"22.2827492,114.1508331",8.296499649997806e-06
1122,Po Wah Court&寶華閣,"22.3394432,114.1543655",1.689712789000514e-05
1123,Sapphire Court&寶華閣,"22.3255253,114.18714140000002",1.8195367809926814e-05
1124,Blossom Mansion&寶蕊樓,"22.2830219,114.22005459999998",5.332966490001126e-06
1125,Fairlane Tower&寶雲山莊,"22.274229,114.1604919",4.194616018005464e-05
1126,Braemar Terrace&寶馬臺,"22.2900047,114.20752720000002",9.331082458016935e-05
1127,Marble Garden&寶馬花園,"22.2920837,114.200943",1.3105459997279802e-08
1128,Balwin Court&寶雲閣,"22.3223934,114.1808472",7.336385292993402e-05
1129,Braemar Court&寶馬閣,"22.316864,114.1873627",3.0277624330043933e-05
1130,Bowrington Building&寶靈大廈,"22.2786865,114.1807938",2.1663326499954717e-06
1131,Bowring Building&寶靈大樓,"22.2974625,114.1737289",1.5406609999957653e-08
1132,Po Heung Building&寶香樓,"22.4472771,114.1661606",1.1239276999920763e-07
1133,Pacific Palisades&寶馬山花園,"22.288063,114.2035217",2.7972664839930846e-05
1134,Southern Lodge&尚南天,"22.3379917,114.1562424",5.524142600032054e-07
1135,Portland Building&寶齡大廈,"22.3214226,114.1684113",1.7637260500092193e-06
1136,Uptown&尚城,"22.434557,114.0007935",1.109840680000358e-05
1137,Park Central&將軍澳中心,"22.3065968,114.2574005",3.323564099968734e-07
1138,Tseung Kwan O Plaza&將軍澳廣場,"22.3094978,114.261795",3.0903272999914133e-07
1139,Tseung Kwan O (Village House)&將軍澳村屋,"22.320488,114.2665482",3.5960952399976603e-06
1140,The Gloucester&尚匯,"22.280147600000006,114.17953490000002",7.513952500121649e-06
1141,Eivissa Crest&尚嶺,"22.2841225,114.1362076",6.883157290011746e-06
1142,One Regent Place&尚豪庭,"22.4494305,114.03125",7.017895040019365e-06
1143,WarrenWoods&尚巒,"22.2781582,114.1916122",2.7641522079918334e-05
1144,Centre Point&尚賢居,"22.2876968,114.1475601",3.900972160982953e-05
1145,Meridian Hill&尚御,"22.3427658,114.183609",2.0760694820042862e-05
1146,The Ascent&尚都,"22.3365269,114.1595612",1.5574845610021618e-05
1147,The Reach&尚悅,"22.437048,114.0327454",3.529359156998088e-05
1148,Domus&尚築,"22.4285183,113.9991608",6.735695401998376e-05
1149,The Zenith&尚翹峰,"22.2744999,114.1737366",3.843815559984074e-06
1150,One Prestige&尚譽,"22.291402800000004,114.1960831",7.139858289995274e-06
